X,Y,OBJECTID,Enabled,FeatureID,FeatureType,Ownership,AdministrativeArea,WaterSystem,InstallDate,LocationDescription,Elevation,GPS_Date,WebMap,AerialCorrected,Asset_Description
-9793107.9747,5213939.4506,947,1,51H194,Fire Hydrant,LCPW,LCPW,Wildwood,1974/07/17 00:00:00+00,"17461 WINNEBAGO DR, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3525669619084&lng=-87.9729857269984&z=19&slat=42.3525669619084&slng=-87.9729857269984&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9793122.5943,5214061.0994,948,1,51H206,Fire Hydrant,LCPW,LCPW,Wildwood,1998/06/10 00:00:00+00,"33796 PINE CREEK TRL, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3533745429172&lng=-87.9731170567816&z=19&slat=42.3533745429172&slng=-87.9731170567816&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9793828.3768,5215531.9674,949,1,51H639,Fire Hydrant,Custodial,LCPW,Wildwood,1993/02/19 00:00:00+00,"17801 WASHINGTON ST, GURNEE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.363138265444&lng=-87.9794572094936&z=19&slat=42.363138265444&slng=-87.9794572094936&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing Custodial Fire Hydrant
-9790077.5697,5196991.2858,950,1,B211,Fire Hydrant,LCPW,LCPW,Vernon Hills,1990/03/02 00:00:00+00,"700 MILWAUKEE AVE, VERNON HILLS",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2399530000751&lng=-87.9457631353737&z=19&slat=42.2399530000751&slng=-87.9457631353737&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9796136.8007,5211300.4449,951,1,51H797,Fire Hydrant,LCPW,LCPW,Wildwood,2008/02/15 00:00:00+00,"33029 FOREST DR, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3350450331803&lng=-88.000194133522&z=19&slat=42.3350450331803&slng=-88.000194133522&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9796143.7191,5211193.7947,952,1,51H796,Fire Hydrant,LCPW,LCPW,Wildwood,2008/02/15 00:00:00+00,"18788 MAPLE AVE, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3343368162464&lng=-88.0002562826708&z=19&slat=42.3343368162464&slng=-88.0002562826708&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9795023.5816,5213463.6523,953,1,51H678,Fire Hydrant,LCPW,LCPW,Wildwood,1970/01/01 00:00:00+00,"33481 LAKE SHORE DR, GRAYSLAKE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.349408214574&lng=-87.99019391661&z=19&slat=42.349408214574&slng=-87.99019391661&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9800532.3927,5201683.9015,954,1,61H010,Fire Hydrant,Private,LCPW,Countryside Lake,1970/01/01 00:00:00+00,"20909 IL ROUTE 176 , MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2711537649673&lng=-88.0396804090379&z=19&slat=42.2711537649673&slng=-88.0396804090379&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing Private Fire Hydrant
-9800224.8,5197474.1917,955,1,61H085,Fire Hydrant,LCPW,LCPW,Countryside Lake,1998/12/04 00:00:00+00,"26202 MIDLOTHIAN RD, MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2431645089514&lng=-88.0369172569208&z=19&slat=42.2431645089514&slng=-88.0369172569208&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9800667.2513,5197125.6716,956,1,61H098,Fire Hydrant,LCPW,LCPW,Countryside Lake,1998/12/04 00:00:00+00,"8046 ORCHARD COMMONS , LONG GROVE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2408467333417&lng=-88.0408918641055&z=19&slat=42.2408467333417&slng=-88.0408918641055&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9800404.0811,5197141.7443,957,1,61H110,Fire Hydrant,LCPW,LCPW,Countryside Lake,1998/12/04 00:00:00+00,"8096 BRECKENRIDGE DR, LONG GROVE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2409536246173&lng=-88.038527766059&z=19&slat=42.2409536246173&slng=-88.038527766059&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9800260.0042,5197133.6427,958,1,61H111,Fire Hydrant,LCPW,LCPW,Countryside Lake,1998/12/04 00:00:00+00,"CONNOR DR, LONG GROVE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2408997448891&lng=-88.0372335012526&z=19&slat=42.2408997448891&slng=-88.0372335012526&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9800203.0373,5197078.6738,959,1,61H112,Fire Hydrant,LCPW,LCPW,Countryside Lake,2004/08/27 00:00:00+00,"DANNEIL CIR, LONG GROVE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.240534176179&lng=-88.0367217585014&z=19&slat=42.240534176179&slng=-88.0367217585014&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9800127.0664,5197127.8894,960,1,61H116,Fire Hydrant,LCPW,LCPW,Countryside Lake,1998/12/04 00:00:00+00,"8115 DANNEIL CT, LONG GROVE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2408614833083&lng=-88.0360393002533&z=19&slat=42.2408614833083&slng=-88.0360393002533&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9800032.5412,5197159.8171,961,1,61H117,Fire Hydrant,LCPW,LCPW,Countryside Lake,1998/12/04 00:00:00+00,"8095 BOULDER CT, LONG GROVE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.241073816556&lng=-88.0351901663632&z=19&slat=42.241073816556&slng=-88.0351901663632&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9799969.0817,5197236.4616,962,1,61H122,Fire Hydrant,LCPW,LCPW,Countryside Lake,1998/12/04 00:00:00+00,"8102 BOULDER CT, LONG GROVE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2415835332136&lng=-88.0346200999628&z=19&slat=42.2415835332136&slng=-88.0346200999628&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9799905.2344,5197159.2358,963,1,61H121,Fire Hydrant,LCPW,LCPW,Countryside Lake,1998/12/04 00:00:00+00,"8106 BOULDER CT, LONG GROVE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2410699505398&lng=-88.0340465499191&z=19&slat=42.2410699505398&slng=-88.0340465499191&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9799982.6646,5197127.7541,964,1,61H118,Fire Hydrant,LCPW,LCPW,Countryside Lake,1998/12/04 00:00:00+00,"CONNOR DR, LONG GROVE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2408605832747&lng=-88.0347421169036&z=19&slat=42.2408605832747&slng=-88.0347421169036&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9799933.3129,5197067.6506,965,1,61H119,Fire Hydrant,LCPW,LCPW,Countryside Lake,2004/08/27 00:00:00+00,"SOUTH BOULDER CT, LONG GROVE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2404608663723&lng=-88.0342987832627&z=19&slat=42.2404608663723&slng=-88.0342987832627&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9800294.3409,5197004.7044,966,1,61H113,Fire Hydrant,LCPW,LCPW,Countryside Lake,2004/08/27 00:00:00+00,"8121 DANNEIL CIR, LONG GROVE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2400422411979&lng=-88.0375419531569&z=19&slat=42.2400422411979&slng=-88.0375419531569&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9800254.4817,5196874.8578,967,1,61H114,Fire Hydrant,LCPW,LCPW,Countryside Lake,2004/08/27 00:00:00+00,"8125 DANNEIL CIR, LONG GROVE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2391786853967&lng=-88.037183891688&z=19&slat=42.2391786853967&slng=-88.037183891688&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9800124.1058,5196871.8048,968,1,61H115,Fire Hydrant,LCPW,LCPW,Countryside Lake,2004/08/27 00:00:00+00,"8131 DANNEIL CIR, LONG GROVE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2391583807323&lng=-88.0360127046418&z=19&slat=42.2391583807323&slng=-88.0360127046418&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9799839.6153,5197126.6464,969,1,61H120,Fire Hydrant,LCPW,LCPW,Countryside Lake,1998/12/04 00:00:00+00,"8108 BOULDER CT, LONG GROVE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2408532164495&lng=-88.0334570838399&z=19&slat=42.2408532164495&slng=-88.0334570838399&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,Y,Existing LCPW Fire Hydrant
-9799780.2159,5198032.7893,970,1,61H060,Fire Hydrant,LCPW,LCPW,Countryside Lake,1988/10/17 00:00:00+00,"26440 LONGMEADOW DR, MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2468791928845&lng=-88.0329234893114&z=19&slat=42.2468791928845&slng=-88.0329234893114&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9799679.6315,5198156.6124,971,1,61H059,Fire Hydrant,LCPW,LCPW,Countryside Lake,1988/10/17 00:00:00+00,"26450 LONGMEADOW DR, MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2477025893141&lng=-88.0320199248787&z=19&slat=42.2477025893141&slng=-88.0320199248787&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9799544.1459,5198136.9079,972,1,61H061,Fire Hydrant,LCPW,LCPW,Countryside Lake,1988/10/17 00:00:00+00,"20400 WINDFLOWER , MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2475715589366&lng=-88.0308028362659&z=19&slat=42.2475715589366&slng=-88.0308028362659&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9799679.6685,5198317.8848,973,1,61H058,Fire Hydrant,LCPW,LCPW,Countryside Lake,1988/10/17 00:00:00+00,"26520 LONGMEADOW DR, MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.24877499879&lng=-88.0320202571107&z=19&slat=42.24877499879&slng=-88.0320202571107&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9799532.8183,5198343.1993,974,1,61H062,Fire Hydrant,LCPW,LCPW,Countryside Lake,1988/10/17 00:00:00+00,"20350 BUCKTHORN CT, MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2489433304624&lng=-88.0307010789679&z=19&slat=42.2489433304624&slng=-88.0307010789679&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9799417.2226,5198351.2921,975,1,61H063,Fire Hydrant,LCPW,LCPW,Countryside Lake,1988/10/17 00:00:00+00,"20324 BUCKTHORN CT, MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2489971438054&lng=-88.0296626652418&z=19&slat=42.2489971438054&slng=-88.0296626652418&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9799714.4587,5198504.5223,976,1,61H064,Fire Hydrant,LCPW,LCPW,Countryside Lake,1988/10/17 00:00:00+00,"26636 LONGMEADOW DR, MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2500160550527&lng=-88.0323327827352&z=19&slat=42.2500160550527&slng=-88.0323327827352&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9799554.5602,5198574.7286,977,1,61H071,Fire Hydrant,LCPW,LCPW,Countryside Lake,1988/10/17 00:00:00+00,"26639 LONGMEADOW CIR, MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.250482889664&lng=-88.0308963901472&z=19&slat=42.250482889664&slng=-88.0308963901472&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9799422.7047,5198673.738,978,1,61H070,Fire Hydrant,LCPW,LCPW,Countryside Lake,1988/10/17 00:00:00+00,"26715 LONGMEADOW CIR, MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2511412434831&lng=-88.0297119113545&z=19&slat=42.2511412434831&slng=-88.0297119113545&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9799737.1341,5198651.8791,979,1,61H065,Fire Hydrant,LCPW,LCPW,Countryside Lake,1988/10/17 00:00:00+00,"26919 LONGMEADOW CIR, MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2509958951996&lng=-88.0325364795603&z=19&slat=42.2509958951996&slng=-88.0325364795603&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9799727.1576,5198810.166,980,1,61H066,Fire Hydrant,LCPW,LCPW,Countryside Lake,1988/10/17 00:00:00+00,"26851 LONGMEADOW CIR, MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2520483977268&lng=-88.0324468590173&z=19&slat=42.2520483977268&slng=-88.0324468590173&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9799619.463,5198868.1407,981,1,61H067,Fire Hydrant,LCPW,LCPW,Countryside Lake,1988/10/17 00:00:00+00,"26812 LONGMEADOW CT, MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2524338861958&lng=-88.031479421292&z=19&slat=42.2524338861958&slng=-88.031479421292&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9799611.6323,5198958.6503,982,1,61H068,Fire Hydrant,LCPW,LCPW,Countryside Lake,1988/10/17 00:00:00+00,"26858 LONGMEADOW CT, MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.25303570292&lng=-88.03140907688&z=19&slat=42.25303570292&slng=-88.03140907688&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9799455.8149,5198834.4947,983,1,61H069,Fire Hydrant,LCPW,LCPW,Countryside Lake,1988/10/17 00:00:00+00,"26819 LONGMEADOW CIR, MUNDELEIN",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2522101656307&lng=-88.0300093458153&z=19&slat=42.2522101656307&slng=-88.0300093458153&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9789285.1082,5206316.1935,984,1,11H137,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1958/11/17 00:00:00+00,"15713 BIRCHWOOD LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3019383026018&lng=-87.9386443332307&z=19&slat=42.3019383026018&slng=-87.9386443332307&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9789120.5427,5206312.9117,985,1,11H138,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1958/11/17 00:00:00+00,"15647 BIRCHWOOD LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3019164985989&lng=-87.9371660159614&z=19&slat=42.3019164985989&slng=-87.9371660159614&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9788986.6755,5206279.331,986,1,11H139,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1958/11/17 00:00:00+00,"30226 OAK GROVE AVE, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.301693387272&lng=-87.9359634667019&z=19&slat=42.301693387272&slng=-87.9359634667019&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9788975.4324,5206491.7847,987,1,11H142,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1958/11/17 00:00:00+00,"15561 IDLEWOOD LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3031049227961&lng=-87.9358624683295&z=19&slat=42.3031049227961&slng=-87.9358624683295&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9789119.292,5206502.1619,988,1,11H141,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1958/11/17 00:00:00+00,"15647 IDLEWOOD LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3031738672856&lng=-87.9371547810433&z=19&slat=42.3031738672856&slng=-87.9371547810433&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9789276.6711,5206505.7777,989,1,11H140,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1958/11/17 00:00:00+00,"15713 IDLEWOOD LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3031978907928&lng=-87.9385685412155&z=19&slat=42.3031978907928&slng=-87.9385685412155&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9788946.6232,5206891.0825,990,1,11H120,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1967/06/28 00:00:00+00,"15596 BUCKLEY RD, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.305757758084&lng=-87.9356036701927&z=19&slat=42.305757758084&slng=-87.9356036701927&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9788606.103,5206511.2009,991,1,11H112,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1962/10/01 00:00:00+00,"15411 CLOVER LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3032339216348&lng=-87.9325447258299&z=19&slat=42.3032339216348&slng=-87.9325447258299&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9788610.0868,5206700.7214,992,1,11H117,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1962/10/01 00:00:00+00,"15417 FAIR LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3044930599436&lng=-87.9325805124702&z=19&slat=42.3044930599436&slng=-87.9325805124702&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9788598.5461,5206805.8526,993,1,11H116,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1962/10/01 00:00:00+00,"15408 FAIR LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3051915210854&lng=-87.9324768404255&z=19&slat=42.3051915210854&slng=-87.9324768404255&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9788637.3561,5206321.8731,994,1,11H107,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1961/02/01 00:00:00+00,"15429 CHERRYWOOD LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3019760384272&lng=-87.932825476951&z=19&slat=42.3019760384272&slng=-87.932825476951&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9789147.9217,5206124.2806,995,1,11H135,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1958/11/17 00:00:00+00,"15663 SPRUCEWOOD LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3006632181404&lng=-87.9374119654857&z=19&slat=42.3006632181404&slng=-87.9374119654857&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9789013.4678,5206137.3047,996,1,11H134,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1958/11/17 00:00:00+00,"15569 WILDWOOD CT, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3007497521822&lng=-87.9362041462107&z=19&slat=42.3007497521822&slng=-87.9362041462107&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9788886.3691,5206138.4637,997,1,11H104,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1958/11/17 00:00:00+00,"15541 WILDWOOD CT, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3007574521351&lng=-87.9350623984824&z=19&slat=42.3007574521351&slng=-87.9350623984824&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9788755.6689,5206134.2145,998,1,11H103,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1961/02/01 00:00:00+00,"15475 WILDWOOD CT, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.3007292203159&lng=-87.9338882984367&z=19&slat=42.3007292203159&slng=-87.9338882984367&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9788859.3937,5203137.5637,999,1,15H001,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1985/06/06 00:00:00+00,"1104 ASHBURY LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2808158983784&lng=-87.934820074357&z=19&slat=42.2808158983784&slng=-87.934820074357&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9788717.9284,5203101.9025,1000,1,15H002,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1985/06/06 00:00:00+00,"1104 ASHBURY LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2805788847395&lng=-87.9335492704658&z=19&slat=42.2805788847395&slng=-87.9335492704658&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
-9787939.7,5204306.9639,1001,1,11H163,Fire Hydrant,LCPW,LCPW,Knollwood/Rondout,1995/01/30 00:00:00+00,"29397 VICTORIA LN, LIBERTYVILLE",,1970/01/01 00:00:00+00,http://data.mapchannels.com/dualmaps5/map.htm?lat=42.2885875369408&lng=-87.9265583257151&z=19&slat=42.2885875369408&slng=-87.9265583257151&sh=-148.71&sp=0&sz=1&panel=s&gm=0&bm=2&mw=1&be=1&mv=1&md=1&mi=1,N,Existing LCPW Fire Hydrant
